nNo
946
X0    X1   No   
0 0 0
1 0 1
1 0.5 2
0 0.5 3
0.07142857142842934 0 4
0.1428571428568666 0 5
0.2142857142852295 0 6
0.2857142857135924 0 7
0.3571428571419552 0 8
0.4285714285703181 0 9
0.4999999999986918 0 10
0.5714285714274404 0 11
0.6428571428562001 0 12
0.71428571428496 0 13
0.78571428571372 0 14
0.8571428571424801 0 15
0.92857142857124 0 16
0.02380952380947889 0 17
0.04761904761895266 0 18
0.09523809523791704 0 19
0.1190476190474047 0 20
0.1666666666663209 0 21
0.1904761904757752 0 22
0.2380952380946838 0 23
0.2619047619041381 0 24
0.3095238095230466 0 25
0.3333333333325009 0 26
0.3809523809514095 0 27
0.4047619047608638 0 28
0.452380952379776 0 29
0.4761904761892339 0 30
0.5238095238082747 0 31
0.5476190476178576 0 32
0.595238095237027 0 33
0.6190476190466135 0 34
0.6666666666657868 0 35
0.6904761904753735 0 36
0.7380952380945467 0 37
0.7619047619041334 0 38
0.8095238095233067 0 39
0.8333333333328934 0 40
0.8809523809520667 0 41
0.9047619047616534 0 42
0.9523809523808267 0 43
0.9761904761904133 0 44
1 0.07142857142843329 45
1 0.1428571428567962 46
1 0.2142857142851591 47
1 0.2857142857137202 48
1 0.35714285714248 49
1 0.42857142857124 50
1 0.02380952380947606 51
1 0.04761904761895758 52
1 0.09523809523788758 53
1 0.1190476190473419 54
1 0.1666666666662505 55
1 0.1904761904757047 56
1 0.2380952380946134 57
1 0.2619047619041338 58
1 0.3095238095233068 59
1 0.3333333333328934 60
1 0.3809523809520667 61
1 0.4047619047616534 62
1 0.4523809523808267 63
1 0.4761904761904133 64
0.9285714285711314 0.5 65
0.8571428571424611 0.5 66
0.7857142857143855 0.5 67
0.7142857142863099 0.5 68
0.6428571428582344 0.5 69
0.5714285714301588 0.5 70
0.5000000000020616 0.5 71
0.4285714285732146 0.5 72
0.3571428571443458 0.5 73
0.2857142857154765 0.5 74
0.2142857142866074 0.5 75
0.1428571428577383 0.5 76
0.07142857142886905 0.5 77
0.9761904761903805 0.5 78
0.9523809523807608 0.5 79
0.904761904761556 0.5 80
0.8809523809519737 0.5 81
0.8333333333330982 0.5 82
0.8095238095237386 0.5 83
0.7619047619050046 0.5 84
0.738095238095638 0.5 85
0.6904761904769418 0.5 86
0.6666666666675736 0.5 87
0.6190476190488401 0.5 88
0.595238095239485 0.5 89
0.5476190476207901 0.5 90
0.5238095238114699 0.5 91
0.4761904761924459 0.5 92
0.4523809523828303 0.5 93
0.4047619047635916 0.5 94
0.3809523809539687 0.5 95
0.3333333333347227 0.5 96
0.3095238095250996 0.5 97
0.2619047619058534 0.5 98
0.2380952380962303 0.5 99
0.1904761904769844 0.5 100
0.1666666666673614 0.5 101
0.1190476190481152 0.5 102
0.09523809523849214 0.5 103
0.04761904761924607 0.5 104
0.02380952380962309 0.5 105
0 0.4285714285712305 106
0 0.357142857143155 107
0 0.2857142857150794 108
0 0.2142857142866073 109
0 0.1428571428577383 110
0 0.07142857142886916 111
0 0.4761904761904036 112
0 0.4523809523808171 113
0 0.4047619047618746 114
0 0.3809523809524991 115
0 0.333333333333795 116
0 0.3095238095244249 117
0 0.2619047619056036 118
0 0.2380952380961596 119
0 0.1904761904769843 120
0 0.1666666666673612 121
0 0.1190476190481152 122
0 0.09523809523849219 123
0 0.04761904761924612 124
0 0.02380952380962309 125
0.07142857142849215 0.07142857142883802 126
0.07142857142855497 0.142857142857671 127
0.0714285714286178 0.2142857142865039 128
0.07142857142868059 0.2857142857149824 129
0.07142857142874343 0.3571428571431067 130
0.07142857142880624 0.4285714285712312 131
0.1428571428569911 0.07142857142880688 132
0.1428571428571156 0.1428571428576036 133
