nNo
2209
X0    X1   No   
0 0 0
6 0 1
6 0.3 2
0 0.3 3
0.0999999999995585 0 4
0.1999999999991098 0 5
0.2999999999986612 0 6
0.3999999999982407 0 7
0.4999999999978795 0 8
0.5999999999975234 0 9
0.6999999999971673 0 10
0.7999999999967187 0 11
0.8999999999961775 0 12
0.9999999999956506 0 13
1.099999999995265 0 14
1.199999999994909 0 15
1.299999999994553 0 16
1.399999999994197 0 17
1.49999999999384 0 18
1.599999999993484 0 19
1.699999999993128 0 20
1.799999999992772 0 21
1.899999999992415 0 22
1.999999999992059 0 23
2.099999999991702 0 24
2.199999999991346 0 25
2.29999999999099 0 26
2.399999999990634 0 27
2.499999999990278 0 28
2.599999999989921 0 29
2.699999999989565 0 30
2.799999999989208 0 31
2.899999999988852 0 32
2.999999999988583 0 33
3.09999999998888 0 34
3.199999999989264 0 35
3.299999999989648 0 36
3.399999999990031 0 37
3.499999999990415 0 38
3.599999999990798 0 39
3.699999999991181 0 40
3.799999999991565 0 41
3.899999999991948 0 42
3.999999999992331 0 43
4.099999999992715 0 44
4.199999999993098 0 45
4.299999999993481 0 46
4.399999999993865 0 47
4.499999999994248 0 48
4.599999999994631 0 49
4.699999999995015 0 50
4.799999999995399 0 51
4.899999999995782 0 52
4.999999999996166 0 53
5.099999999996549 0 54
5.199999999996932 0 55
5.299999999997316 0 56
5.399999999997699 0 57
5.499999999998082 0 58
5.599999999998466 0 59
5.699999999998849 0 60
5.799999999999233 0 61
5.899999999999617 0 62
0.03333333333318586 0 63
0.06666666666637244 0 64
0.133333333332744 0 65
0.1666666666659276 0 66
0.2333333333322974 0 67
0.2666666666654798 0 68
0.3333333333318478 0 69
0.3666666666650359 0 70
0.4333333333314517 0 71
0.4666666666646674 0 72
0.5333333333310906 0 73
0.566666666664307 0 74
0.6333333333307374 0 75
0.6666666666639524 0 76
0.7333333333303766 0 77
0.7666666666635608 0 78
0.8333333333298716 0 79
0.8666666666630247 0 80
0.9333333333293352 0 81
0.9666666666624929 0 82
1.033333333328873 0 83
1.066666666662071 0 84
1.133333333328479 0 85
1.166666666661694 0 86
1.233333333328119 0 87
1.266666666661343 0 88
1.333333333327763 0 89
1.366666666660982 0 90
1.433333333327409 0 91
1.466666666660628 0 92
1.533333333327051 0 93
1.56666666666027 0 94
1.6333333333267 0 95
1.666666666659911 0 96
1.733333333326339 0 97
1.766666666659555 0 98
1.833333333325989 0 99
1.8666666666592 0 100
1.933333333325624 0 101
1.966666666658846 0 102
2.033333333325275 0 103
2.066666666658482 0 104
2.13333333332493 0 105
2.166666666658148 0 106
2.233333333324563 0 107
2.26666666665777 0 108
2.333333333324195 0 109
2.366666666657415 0 110
2.433333333323855 0 111
2.466666666657073 0 112
2.533333333323481 0 113
2.566666666656705 0 114
2.633333333323156 0 115
2.666666666656381 0 116
2.733333333322774 0 117
2.766666666656 0 118
2.833333333322435 0 119
2.866666666655648 0 120
2.933333333322074 0 121
2.966666666655325 0 122
3.03333333332205 0 123
3.066666666655463 0 124
3.133333333322336 0 125
3.166666666655793 0 126
3.233333333322726 0 127
3.26666666665619 0 128
3.333333333323078 0 129
3.36666666665653 0 130
3.433333333323501 0 131
3.46666666665697 0 132
3.533333333323863 0 133
3.566666666657324 0 134
3.633333333324257 0 135
3.666666666657731 0 136
3.733333333324636 0 137
3.7666666666581 0 138
3.833333333325039 0 139
3.866666666658487 0 140
3.933333333325412 0 141
3.966666666658871 0 142
4.033333333325782 0 143
4.066666666659296 0 144
4.133333333326192 0 145
4.166666666659662 0 146
4.233333333326609 0 147
4.266666666660048 0 148
4.33333333332692 0 149
4.366666666660392 0 150
4.433333333327358 0 151
4.466666666660824 0 152
4.533333333327719 0 153
4.566666666661161 0 154
4.633333333328075 0 155
4.666666666661545 0 156
4.733333333328486 0 157
4.766666666661956 0 158
4.833333333328833 0 159
4.86666666666232 0 160
4.933333333329234 0 161
4.966666666662718 0 162
5.033333333329637 0 163
